id,name,short_name,description,vendor,price,sale_price,status,updated_at,created_at
226,quis turpis eget elit sodales scelerisque mauris sit amet,magna,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,1,25,18.9107255684,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
227,urna pretium nisl ut volutpat sapien arcu sed augue aliquam,et magnis dis,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",9,53,50.3005620041,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
228,posuere cubilia curae duis faucibus accumsan odio curabitur,donec posuere,Donec posuere metus vitae ipsum.,2,483,410.0059454885,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
229,sapien cum sociis natoque penatibus et magnis dis parturient montes,vel accumsan tellus,"Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",6,24,19.3983439601,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
230,eu orci mauris lacinia,dapibus nulla,"Sed ante. Vivamus tortor. Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",8,387,211.4089182006,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
231,eu tincidunt in leo maecenas pulvinar lobortis est phasellus,ac,Donec posuere metus vitae ipsum.,5,454,428.0531862888,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
232,ac nulla sed,erat quisque erat eros,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,7,547,315.9474293004,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
233,ut at dolor quis odio consequat varius integer ac,vel sem sed sagittis,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",9,900,481.6693799692,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
234,pretium iaculis justo,primis in,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat.,5,666,437.8922322568,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
235,ridiculus mus etiam vel augue vestibulum rutrum rutrum,faucibus cursus,In congue. Etiam justo.,10,402,267.4000297784,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
236,ultrices mattis odio donec vitae nisi nam ultrices,enim sit amet,"Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",5,2,1.7482753612,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
237,libero non mattis pulvinar nulla pede ullamcorper augue a,at vulputate,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,7,225,130.8008691415,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
238,sit amet lobortis sapien sapien non,vestibulum sit amet cursus id,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy.",1,809,482.3229675121,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
239,primis in faucibus orci luctus,duis bibendum felis,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",1,237,201.8342977246,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
240,sapien placerat ante,curae,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",1,276,244.086091501,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
241,libero quis orci nullam molestie,ornare imperdiet sapien urna,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt.,1,51,27.3206473853,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
242,lacinia erat vestibulum sed magna at nunc commodo placerat praesent,nec condimentum,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,6,515,324.4382454692,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
243,vitae nisi nam ultrices libero non,auctor,"Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.",8,574,297.6572568395,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
244,maecenas leo odio,iaculis congue vivamus metus,"Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",7,122,73.0861784718,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
245,justo sit amet sapien dignissim,accumsan odio curabitur convallis duis,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",7,393,204.8608832105,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
246,felis sed interdum venenatis,leo odio porttitor id consequat,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",7,813,607.3456190498,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
247,vulputate ut ultrices,non quam nec,Suspendisse potenti. In eleifend quam a odio.,2,730,572.5234017758,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
248,quisque arcu libero rutrum ac lobortis vel dapibus,tellus nisi eu orci mauris,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",10,670,600.0452996457,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
249,leo odio porttitor,sollicitudin,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris. Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet.,3,975,939.2079713326,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
250,magnis dis parturient montes nascetur,proin leo odio,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.",10,246,134.5731852073,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
251,nulla ut erat id,vel nulla eget,"Fusce consequat. Nulla nisl. Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",7,954,695.2165571684,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
252,iaculis diam erat fermentum justo nec condimentum neque sapien,ac leo pellentesque ultrices mattis,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio.",9,628,316.1145460688,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
253,rutrum ac lobortis vel dapibus at,duis faucibus accumsan odio,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,3,676,584.4059853224,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
254,ante ipsum primis,molestie lorem quisque,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",4,706,477.2368493989,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
255,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,eros elementum pellentesque,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",5,37,21.3024425513,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
256,orci nullam molestie nibh in lectus pellentesque at nulla,nulla,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo.",2,476,343.997700951,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
257,nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,elit proin interdum mauris non,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",6,945,505.0174318569,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
258,lorem quisque ut erat,vestibulum,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo.",1,95,88.959535676,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
259,quis orci nullam molestie nibh in lectus pellentesque at nulla,penatibus et,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",6,326,196.4547768538,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
260,sit amet cursus id turpis integer aliquet massa id lobortis,pede venenatis non sodales,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.",6,890,794.4322811485,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
261,eu massa donec dapibus duis at velit eu est,lacinia sapien quis,"Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",3,410,402.4777888272,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
262,bibendum imperdiet nullam orci pede venenatis,est lacinia nisi,"Ut at dolor quis odio consequat varius. Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",2,701,424.8596348089,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
263,faucibus accumsan odio curabitur convallis duis,consequat morbi a ipsum integer,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",7,110,90.1402558246,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
264,ut nunc vestibulum ante ipsum primis in,dapibus at,"Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",10,703,622.0522805094,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
265,condimentum neque sapien placerat,eget tincidunt eget tempus vel,Mauris lacinia sapien quis libero.,6,783,534.3886831622,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
266,imperdiet sapien urna pretium nisl ut volutpat,hac habitasse platea dictumst,Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,9,305,226.2198416235,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
267,ut erat id mauris vulputate elementum nullam varius nulla,sed interdum venenatis,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,5,871,445.8177389449,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
268,ultrices posuere cubilia curae duis,libero,Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.,1,664,543.6148764751,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
269,non mattis pulvinar nulla pede ullamcorper augue a,massa quis augue luctus tincidunt,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.,5,542,427.4970032654,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
270,lorem quisque ut erat curabitur gravida,magna bibendum,Vestibulum rutrum rutrum neque.,8,654,636.8771478888,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
271,mi nulla ac,nisi nam ultrices libero,Vivamus tortor. Duis mattis egestas metus. Aenean fermentum.,6,87,73.9056164416,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
272,natoque penatibus et magnis dis parturient,ipsum integer a nibh in,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",1,691,463.2394200996,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
273,vel sem sed sagittis nam congue risus semper porta,nonummy maecenas tincidunt lacus,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",6,671,544.0166992267,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
274,lacinia eget tincidunt eget tempus,nulla ut,"Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",3,741,370.836785905,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
275,in felis donec semper sapien a libero nam dui,mauris eget,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat. Nulla tempus.",5,621,458.1498314821,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
276,sapien non mi integer ac neque,maecenas rhoncus aliquam lacus,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros. Vestibulum ac est lacinia nisi venenatis tristique.",4,626,560.0180478287,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
277,quis orci eget orci vehicula condimentum curabitur,amet sapien dignissim,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,3,279,154.5273869192,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
278,turpis eget elit sodales,vestibulum ante ipsum primis,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.",3,911,634.8535752931,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
279,id nulla ultrices aliquet maecenas leo,nullam varius nulla,Donec vitae nisi.,10,952,593.1308430333,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
280,amet justo morbi,ornare imperdiet,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum.,5,804,771.404504775,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
281,urna pretium nisl ut volutpat sapien arcu,nulla pede ullamcorper,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue. Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna.",9,692,529.2044689528,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
282,etiam justo etiam pretium iaculis justo in hac habitasse,ac consequat metus sapien,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam. Nam tristique tortor eu pede.",10,796,759.1570399769,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
283,ac lobortis vel dapibus at,nibh quisque,Morbi vel lectus in quam fringilla rhoncus.,4,814,559.9514367745,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
284,lobortis sapien sapien non,enim leo rhoncus,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",1,921,869.1779559964,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
285,potenti cras in purus eu magna vulputate luctus cum sociis,mauris morbi non lectus aliquam,Nullam varius. Nulla facilisi.,8,576,302.4386316071,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
286,sapien a libero nam dui proin leo,leo odio porttitor id,"Vestibulum rutrum rutrum neque. Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",5,71,62.8771914869,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
287,libero non mattis pulvinar nulla pede ullamcorper augue,lacus morbi,Aenean lectus.,1,864,481.7215916322,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
288,ut suscipit a feugiat et eros vestibulum,turpis enim blandit mi in,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est. Phasellus sit amet erat.",7,254,169.6353548774,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
289,adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque,ultrices,Integer ac neque. Duis bibendum.,6,948,643.6219287984,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
290,morbi porttitor lorem,turpis donec posuere metus vitae,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue.",1,412,392.3471216271,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
291,rutrum nulla nunc purus phasellus in,donec dapibus duis at velit,"Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat. Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem. Integer tincidunt ante vel ipsum.",5,560,451.7399056401,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
292,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere,morbi porttitor lorem id ligula,"Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh. In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet. Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc.",7,352,270.2645708797,active,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
293,nunc nisl duis bibendum,venenatis lacinia aenean sit,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",3,443,308.9522302218,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
294,aliquet at feugiat non pretium quis lectus suspendisse potenti,tortor,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus. In sagittis dui vel nisl.",9,823,555.7758641951,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
295,ac enim in tempor,magna vestibulum aliquet ultrices,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",7,408,244.3361943331,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
296,cum sociis natoque penatibus et magnis dis parturient,accumsan felis ut at,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,2,195,164.4290415503,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
297,lacinia aenean sit amet justo morbi,in imperdiet,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,5,132,117.1755204561,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
298,vestibulum ante ipsum primis in faucibus orci luctus,dolor morbi,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,7,662,421.6564635736,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
299,velit nec nisi vulputate nonummy maecenas tincidunt lacus at,aliquam,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",8,237,181.673293379,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
300,tincidunt lacus at velit vivamus,volutpat,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",7,623,377.8258229294,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
301,nec dui luctus,donec quis orci,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",3,772,697.1899665855,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
302,hendrerit at vulputate vitae,volutpat convallis,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",6,442,226.9687541153,deleted,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
303,aliquet massa id lobortis convallis tortor risus dapibus,nulla integer pede justo lacinia,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",10,431,250.5667614871,inactive,2020-01-01 00:00:00.000000,2020-01-01 00:00:00.000000
